axis,value,task,seed,acc,eps,support_size,support
delta,blend,capitalize,0,0.44,0.8525,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,blend,capitalize,1,0.4,0.8905,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,blend,capitalize,2,0.44,0.8424,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,blend,capitalize-first-letter,0,0.04,0.5373,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,blend,capitalize-first-letter,1,0.16,0.5228,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,blend,capitalize-first-letter,2,0.12,0.5568,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,blend,capitalize-last-letter,0,0.0,0.74,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length
delta,blend,capitalize-last-letter,1,0.0,0.8997,3,capitalize-first-letter|lowercase-first-letter|next-capital-letter
delta,blend,capitalize-last-letter,2,0.0,0.7561,4,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,blend,lowercase-first-letter,0,0.68,0.5715,2,capitalize-first-letter|capitalize-last-letter
delta,blend,lowercase-first-letter,1,0.76,0.5773,3,capitalize-first-letter|capitalize-last-letter|prev-item
delta,blend,lowercase-first-letter,2,0.64,0.5785,5,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter|word-length
delta,blend,english-french,0,0.0,0.6764,3,synonym|english-german|english-spanish
delta,blend,english-french,1,0.0,0.6328,5,english-german|english-spanish|alphabetically-first|choose-first-of-list|animal-from-list
delta,blend,english-french,2,0.0,0.7607,4,present-past|english-german|english-spanish|choose-middle-of-list
delta,blend,english-german,0,0.0,0.6108,3,english-french|english-spanish|choose-first-of-list
delta,blend,english-german,1,0.0,0.6685,4,synonym|capitalize|english-french|english-spanish
delta,blend,english-german,2,0.0,0.6226,5,synonym|english-french|english-spanish|alphabetically-first|choose-first-of-list
delta,blend,english-spanish,0,0.0,0.5898,4,english-french|english-german|alphabetically-first|animal-from-list
delta,blend,english-spanish,1,0.0,0.5558,5,country-currency|synonym|english-french|english-german|choose-middle-of-list
delta,blend,english-spanish,2,0.0,0.6274,2,english-french|english-german
delta,blend,next-item,0,0.16,0.6677,4,antonym|capitalize-last-letter|english-spanish|prev-item
delta,blend,next-item,1,0.12,0.6874,2,present-past|prev-item
delta,blend,next-item,2,0.16,0.6468,4,antonym|capitalize-last-letter|prev-item|color-from-list
delta,blend,prev-item,0,0.0,0.6934,3,antonym|lowercase-first-letter|next-item
delta,blend,prev-item,1,0.0,0.7386,4,lowercase-first-letter|next-item|next-capital-letter|word-length
delta,blend,prev-item,2,0.0,0.689,5,antonym|capitalize|lowercase-first-letter|next-item|alphabetically-last
delta,blend,next-capital-letter,0,0.0,0.7823,5,capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length
delta,blend,next-capital-letter,1,0.0,0.5036,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,blend,next-capital-letter,2,0.0,0.804,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,blend,word-length,0,0.0,0.954,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter
delta,blend,word-length,1,0.0,0.939,5,person-instrument|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,blend,word-length,2,0.0,0.8873,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter
delta,blend,alphabetically-first,0,0.12,0.5188,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,blend,alphabetically-first,1,0.2,0.5848,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list
delta,blend,alphabetically-first,2,0.2,0.528,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list
delta,blend,alphabetically-last,0,0.16,0.506,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,blend,alphabetically-last,1,0.16,0.5751,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,blend,alphabetically-last,2,0.16,0.5703,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,blend,choose-first-of-list,0,0.48,0.6565,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,blend,choose-first-of-list,1,0.36,0.7029,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list
delta,blend,choose-first-of-list,2,0.48,0.6633,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,blend,choose-last-of-list,0,0.12,0.6485,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list
delta,blend,choose-last-of-list,1,0.16,0.5367,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,blend,choose-last-of-list,2,0.2,0.616,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,blend,choose-middle-of-list,0,0.12,0.5787,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|verb-from-list
delta,blend,choose-middle-of-list,1,0.08,0.5732,5,alphabetically-first|alphabetically-last|choose-last-of-list|fruit-from-list|verb-from-list
delta,blend,choose-middle-of-list,2,0.12,0.5664,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list
delta,blend,animal-from-list,0,0.44,0.6299,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,blend,animal-from-list,1,0.2,0.6152,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,blend,animal-from-list,2,0.2,0.6765,4,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list
delta,blend,color-from-list,0,0.36,0.7799,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
delta,blend,color-from-list,1,0.52,0.6881,3,choose-middle-of-list|animal-from-list|fruit-from-list
delta,blend,color-from-list,2,0.44,0.6649,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
delta,blend,fruit-from-list,0,0.24,0.5665,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,blend,fruit-from-list,1,0.2,0.5798,4,alphabetically-last|choose-last-of-list|animal-from-list|color-from-list
delta,blend,fruit-from-list,2,0.28,0.5585,4,choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,blend,verb-from-list,0,0.56,0.6041,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,blend,verb-from-list,1,0.44,0.6319,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,blend,verb-from-list,2,0.56,0.6128,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,zonly,country-capital,0,0.96,0.8191,5,country-currency|landmark-country|park-country|product-company|synonym
delta,zonly,country-capital,1,0.96,0.7792,3,country-currency|park-country|product-company
delta,zonly,country-capital,2,0.96,0.8099,4,country-currency|landmark-country|park-country|product-company
delta,zonly,country-currency,0,0.04,0.7745,4,country-capital|park-country|person-instrument|product-company
delta,zonly,country-currency,1,0.08,0.8277,5,country-capital|park-country|person-instrument|choose-last-of-list|animal-from-list
delta,zonly,country-currency,2,0.04,0.769,5,country-capital|park-country|person-instrument|product-company|alphabetically-first
delta,zonly,landmark-country,0,0.36,0.6706,4,park-country|person-occupation|person-sport|product-company
delta,zonly,landmark-country,1,0.64,0.7018,5,country-capital|country-currency|park-country|person-occupation|product-company
delta,zonly,landmark-country,2,0.68,0.6345,4,park-country|person-occupation|product-company|verb-from-list
delta,zonly,park-country,0,0.12,0.7085,5,country-capital|landmark-country|person-occupation|person-instrument|product-company
delta,zonly,park-country,1,0.8,0.6337,4,landmark-country|person-occupation|person-sport|product-company
delta,zonly,park-country,2,0.64,0.7029,3,landmark-country|person-occupation|product-company
delta,zonly,person-occupation,0,0.0,0.7353,4,person-sport|person-instrument|product-company|synonym
delta,zonly,person-occupation,1,0.0,0.7442,4,person-sport|person-instrument|product-company|alphabetically-first
delta,zonly,person-occupation,2,0.0,0.6796,5,person-sport|person-instrument|product-company|synonym|alphabetically-first
delta,zonly,person-sport,0,0.0,0.6859,4,park-country|person-occupation|person-instrument|product-company
delta,zonly,person-sport,1,0.0,0.6581,4,park-country|person-occupation|person-instrument|product-company
delta,zonly,person-sport,2,0.0,0.7112,5,country-currency|park-country|person-occupation|person-instrument|product-company
delta,zonly,person-instrument,0,0.0,0.8238,5,park-country|person-occupation|person-sport|product-company|alphabetically-last
delta,zonly,person-instrument,1,0.0,0.7986,4,person-occupation|person-sport|product-company|word-length
delta,zonly,person-instrument,2,0.0,0.8695,3,person-occupation|person-sport|product-company
delta,zonly,product-company,0,0.2,0.8211,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,zonly,product-company,1,0.12,0.8428,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,zonly,product-company,2,0.04,0.828,5,country-currency|landmark-country|park-country|person-occupation|person-instrument
delta,zonly,antonym,0,0.52,0.8232,4,synonym|english-french|next-item|prev-item
delta,zonly,antonym,1,0.48,0.856,3,synonym|next-item|prev-item
delta,zonly,antonym,2,0.52,0.8233,5,synonym|capitalize|english-french|next-item|prev-item
delta,zonly,synonym,0,0.68,0.8691,4,antonym|english-french|english-german|alphabetically-first
delta,zonly,synonym,1,0.64,0.8205,3,antonym|english-french|english-german
delta,zonly,synonym,2,0.64,0.8349,5,antonym|english-french|english-german|alphabetically-first|verb-from-list
delta,zonly,present-past,0,0.88,0.7811,4,singular-plural|capitalize|english-french|english-german
delta,zonly,present-past,1,0.92,0.7338,4,singular-plural|capitalize|english-french|english-german
delta,zonly,present-past,2,0.88,0.7079,5,singular-plural|capitalize|english-french|english-german|english-spanish
delta,zonly,singular-plural,0,0.96,0.6987,3,present-past|capitalize|english-french
delta,zonly,singular-plural,1,0.96,0.7011,5,present-past|capitalize|english-french|english-german|english-spanish
delta,zonly,singular-plural,2,0.92,0.694,3,present-past|capitalize|english-french
delta,zonly,capitalize,0,0.92,0.8525,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,zonly,capitalize,1,1.0,0.8905,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,zonly,capitalize,2,0.96,0.8424,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,zonly,capitalize-first-letter,0,0.0,0.5373,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,zonly,capitalize-first-letter,1,0.0,0.5228,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,zonly,capitalize-first-letter,2,0.0,0.5568,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,zonly,capitalize-last-letter,0,0.0,0.74,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length
delta,zonly,capitalize-last-letter,1,0.0,0.8997,3,capitalize-first-letter|lowercase-first-letter|next-capital-letter
delta,zonly,capitalize-last-letter,2,0.0,0.7561,4,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,zonly,lowercase-first-letter,0,0.12,0.5715,2,capitalize-first-letter|capitalize-last-letter
delta,zonly,lowercase-first-letter,1,0.08,0.5773,3,capitalize-first-letter|capitalize-last-letter|prev-item
delta,zonly,lowercase-first-letter,2,0.24,0.5785,5,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter|word-length
delta,zonly,english-french,0,0.16,0.6764,3,synonym|english-german|english-spanish
delta,zonly,english-french,1,0.0,0.6328,5,english-german|english-spanish|alphabetically-first|choose-first-of-list|animal-from-list
delta,zonly,english-french,2,0.36,0.7607,4,present-past|english-german|english-spanish|choose-middle-of-list
delta,zonly,english-german,0,0.04,0.6108,3,english-french|english-spanish|choose-first-of-list
delta,zonly,english-german,1,0.12,0.6685,4,synonym|capitalize|english-french|english-spanish
delta,zonly,english-german,2,0.04,0.6226,5,synonym|english-french|english-spanish|alphabetically-first|choose-first-of-list
delta,zonly,english-spanish,0,0.24,0.5898,4,english-french|english-german|alphabetically-first|animal-from-list
delta,zonly,english-spanish,1,0.32,0.5558,5,country-currency|synonym|english-french|english-german|choose-middle-of-list
delta,zonly,english-spanish,2,0.52,0.6274,2,english-french|english-german
delta,zonly,next-item,0,0.44,0.6677,4,antonym|capitalize-last-letter|english-spanish|prev-item
delta,zonly,next-item,1,0.52,0.6874,2,present-past|prev-item
delta,zonly,next-item,2,0.64,0.6468,4,antonym|capitalize-last-letter|prev-item|color-from-list
delta,zonly,prev-item,0,0.56,0.6934,3,antonym|lowercase-first-letter|next-item
delta,zonly,prev-item,1,0.64,0.7386,4,lowercase-first-letter|next-item|next-capital-letter|word-length
delta,zonly,prev-item,2,0.6,0.689,5,antonym|capitalize|lowercase-first-letter|next-item|alphabetically-last
delta,zonly,next-capital-letter,0,0.0,0.7823,5,capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length
delta,zonly,next-capital-letter,1,0.0,0.5036,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,zonly,next-capital-letter,2,0.0,0.804,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,zonly,word-length,0,0.0,0.954,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter
delta,zonly,word-length,1,0.0,0.939,5,person-instrument|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,zonly,word-length,2,0.0,0.8873,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter
delta,zonly,alphabetically-first,0,0.2,0.5188,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,zonly,alphabetically-first,1,0.28,0.5848,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list
delta,zonly,alphabetically-first,2,0.2,0.528,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list
delta,zonly,alphabetically-last,0,0.2,0.506,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,zonly,alphabetically-last,1,0.12,0.5751,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,zonly,alphabetically-last,2,0.24,0.5703,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,zonly,choose-first-of-list,0,0.44,0.6565,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,zonly,choose-first-of-list,1,0.64,0.7029,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list
delta,zonly,choose-first-of-list,2,0.52,0.6633,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,zonly,choose-last-of-list,0,0.36,0.6485,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list
delta,zonly,choose-last-of-list,1,0.32,0.5367,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,zonly,choose-last-of-list,2,0.44,0.616,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,zonly,choose-middle-of-list,0,0.2,0.5787,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|verb-from-list
delta,zonly,choose-middle-of-list,1,0.2,0.5732,5,alphabetically-first|alphabetically-last|choose-last-of-list|fruit-from-list|verb-from-list
delta,zonly,choose-middle-of-list,2,0.12,0.5664,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list
delta,zonly,animal-from-list,0,0.6,0.6299,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,zonly,animal-from-list,1,0.52,0.6152,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,zonly,animal-from-list,2,0.36,0.6765,4,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list
delta,zonly,color-from-list,0,0.56,0.7799,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
delta,zonly,color-from-list,1,0.4,0.6881,3,choose-middle-of-list|animal-from-list|fruit-from-list
delta,zonly,color-from-list,2,0.6,0.6649,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
delta,zonly,fruit-from-list,0,0.68,0.5665,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,zonly,fruit-from-list,1,0.56,0.5798,4,alphabetically-last|choose-last-of-list|animal-from-list|color-from-list
delta,zonly,fruit-from-list,2,0.4,0.5585,4,choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,zonly,verb-from-list,0,0.36,0.6041,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,zonly,verb-from-list,1,0.44,0.6319,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,zonly,verb-from-list,2,0.44,0.6128,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,projection,country-capital,0,0.04,0.8191,5,country-currency|landmark-country|park-country|product-company|synonym
delta,projection,country-capital,1,0.04,0.7792,3,country-currency|park-country|product-company
delta,projection,country-capital,2,0.16,0.8099,4,country-currency|landmark-country|park-country|product-company
delta,projection,country-currency,0,0.0,0.7745,4,country-capital|park-country|person-instrument|product-company
delta,projection,country-currency,1,0.0,0.8277,5,country-capital|park-country|person-instrument|choose-last-of-list|animal-from-list
delta,projection,country-currency,2,0.0,0.769,5,country-capital|park-country|person-instrument|product-company|alphabetically-first
delta,projection,landmark-country,0,0.44,0.6706,4,park-country|person-occupation|person-sport|product-company
delta,projection,landmark-country,1,0.44,0.7018,5,country-capital|country-currency|park-country|person-occupation|product-company
delta,projection,landmark-country,2,0.48,0.6345,4,park-country|person-occupation|product-company|verb-from-list
delta,projection,park-country,0,0.48,0.7085,5,country-capital|landmark-country|person-occupation|person-instrument|product-company
delta,projection,park-country,1,0.6,0.6337,4,landmark-country|person-occupation|person-sport|product-company
delta,projection,park-country,2,0.56,0.7029,3,landmark-country|person-occupation|product-company
delta,projection,person-occupation,0,0.0,0.7353,4,person-sport|person-instrument|product-company|synonym
delta,projection,person-occupation,1,0.0,0.7442,4,person-sport|person-instrument|product-company|alphabetically-first
delta,projection,person-occupation,2,0.0,0.6796,5,person-sport|person-instrument|product-company|synonym|alphabetically-first
delta,projection,person-sport,0,0.0,0.6859,4,park-country|person-occupation|person-instrument|product-company
delta,projection,person-sport,1,0.0,0.6581,4,park-country|person-occupation|person-instrument|product-company
delta,projection,person-sport,2,0.0,0.7112,5,country-currency|park-country|person-occupation|person-instrument|product-company
delta,projection,person-instrument,0,0.0,0.8238,5,park-country|person-occupation|person-sport|product-company|alphabetically-last
delta,projection,person-instrument,1,0.0,0.7986,4,person-occupation|person-sport|product-company|word-length
delta,projection,person-instrument,2,0.0,0.8695,3,person-occupation|person-sport|product-company
delta,projection,product-company,0,0.04,0.8211,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,projection,product-company,1,0.08,0.8428,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
delta,projection,product-company,2,0.04,0.828,5,country-currency|landmark-country|park-country|person-occupation|person-instrument
delta,projection,antonym,0,0.0,0.8232,4,synonym|english-french|next-item|prev-item
delta,projection,antonym,1,0.0,0.856,3,synonym|next-item|prev-item
delta,projection,antonym,2,0.0,0.8233,5,synonym|capitalize|english-french|next-item|prev-item
delta,projection,synonym,0,0.36,0.8691,4,antonym|english-french|english-german|alphabetically-first
delta,projection,synonym,1,0.56,0.8205,3,antonym|english-french|english-german
delta,projection,synonym,2,0.44,0.8349,5,antonym|english-french|english-german|alphabetically-first|verb-from-list
delta,projection,present-past,0,0.04,0.7811,4,singular-plural|capitalize|english-french|english-german
delta,projection,present-past,1,0.08,0.7338,4,singular-plural|capitalize|english-french|english-german
delta,projection,present-past,2,0.04,0.7079,5,singular-plural|capitalize|english-french|english-german|english-spanish
delta,projection,singular-plural,0,0.12,0.6987,3,present-past|capitalize|english-french
delta,projection,singular-plural,1,0.04,0.7011,5,present-past|capitalize|english-french|english-german|english-spanish
delta,projection,singular-plural,2,0.12,0.694,3,present-past|capitalize|english-french
delta,projection,capitalize,0,0.76,0.8525,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,projection,capitalize,1,0.76,0.8905,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,projection,capitalize,2,0.88,0.8424,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
delta,projection,capitalize-first-letter,0,0.0,0.5373,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,projection,capitalize-first-letter,1,0.0,0.5228,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,projection,capitalize-first-letter,2,0.0,0.5568,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
delta,projection,capitalize-last-letter,0,0.0,0.74,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length
delta,projection,capitalize-last-letter,1,0.0,0.8997,3,capitalize-first-letter|lowercase-first-letter|next-capital-letter
delta,projection,capitalize-last-letter,2,0.0,0.7561,4,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,projection,lowercase-first-letter,0,0.2,0.5715,2,capitalize-first-letter|capitalize-last-letter
delta,projection,lowercase-first-letter,1,0.2,0.5773,3,capitalize-first-letter|capitalize-last-letter|prev-item
delta,projection,lowercase-first-letter,2,0.12,0.5785,5,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter|word-length
delta,projection,english-french,0,0.0,0.6764,3,synonym|english-german|english-spanish
delta,projection,english-french,1,0.0,0.6328,5,english-german|english-spanish|alphabetically-first|choose-first-of-list|animal-from-list
delta,projection,english-french,2,0.0,0.7607,4,present-past|english-german|english-spanish|choose-middle-of-list
delta,projection,english-german,0,0.04,0.6108,3,english-french|english-spanish|choose-first-of-list
delta,projection,english-german,1,0.04,0.6685,4,synonym|capitalize|english-french|english-spanish
delta,projection,english-german,2,0.04,0.6226,5,synonym|english-french|english-spanish|alphabetically-first|choose-first-of-list
delta,projection,english-spanish,0,0.0,0.5898,4,english-french|english-german|alphabetically-first|animal-from-list
delta,projection,english-spanish,1,0.0,0.5558,5,country-currency|synonym|english-french|english-german|choose-middle-of-list
delta,projection,english-spanish,2,0.0,0.6274,2,english-french|english-german
delta,projection,next-item,0,0.28,0.6677,4,antonym|capitalize-last-letter|english-spanish|prev-item
delta,projection,next-item,1,0.12,0.6874,2,present-past|prev-item
delta,projection,next-item,2,0.2,0.6468,4,antonym|capitalize-last-letter|prev-item|color-from-list
delta,projection,prev-item,0,0.0,0.6934,3,antonym|lowercase-first-letter|next-item
delta,projection,prev-item,1,0.0,0.7386,4,lowercase-first-letter|next-item|next-capital-letter|word-length
delta,projection,prev-item,2,0.0,0.689,5,antonym|capitalize|lowercase-first-letter|next-item|alphabetically-last
delta,projection,next-capital-letter,0,0.0,0.7823,5,capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length
delta,projection,next-capital-letter,1,0.0,0.5036,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,projection,next-capital-letter,2,0.0,0.804,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
delta,projection,word-length,0,0.0,0.954,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter
delta,projection,word-length,1,0.0,0.939,5,person-instrument|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter
delta,projection,word-length,2,0.0,0.8873,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter
delta,projection,alphabetically-first,0,0.16,0.5188,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,projection,alphabetically-first,1,0.24,0.5848,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list
delta,projection,alphabetically-first,2,0.2,0.528,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list
delta,projection,alphabetically-last,0,0.2,0.506,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,projection,alphabetically-last,1,0.24,0.5751,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,projection,alphabetically-last,2,0.2,0.5703,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
delta,projection,choose-first-of-list,0,0.2,0.6565,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,projection,choose-first-of-list,1,0.2,0.7029,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list
delta,projection,choose-first-of-list,2,0.2,0.6633,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,projection,choose-last-of-list,0,0.28,0.6485,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list
delta,projection,choose-last-of-list,1,0.28,0.5367,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
delta,projection,choose-last-of-list,2,0.32,0.616,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
delta,projection,choose-middle-of-list,0,0.12,0.5787,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|verb-from-list
delta,projection,choose-middle-of-list,1,0.12,0.5732,5,alphabetically-first|alphabetically-last|choose-last-of-list|fruit-from-list|verb-from-list
delta,projection,choose-middle-of-list,2,0.16,0.5664,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list
delta,projection,animal-from-list,0,0.28,0.6299,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,projection,animal-from-list,1,0.16,0.6152,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list
delta,projection,animal-from-list,2,0.12,0.6765,4,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list
delta,projection,color-from-list,0,0.36,0.7799,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
delta,projection,color-from-list,1,0.36,0.6881,3,choose-middle-of-list|animal-from-list|fruit-from-list
delta,projection,color-from-list,2,0.24,0.6649,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
delta,projection,fruit-from-list,0,0.2,0.5665,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,projection,fruit-from-list,1,0.08,0.5798,4,alphabetically-last|choose-last-of-list|animal-from-list|color-from-list
delta,projection,fruit-from-list,2,0.08,0.5585,4,choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
delta,projection,verb-from-list,0,0.52,0.6041,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,projection,verb-from-list,1,0.48,0.6319,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
delta,projection,verb-from-list,2,0.52,0.6128,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
solver,group_lasso,country-capital,0,0.96,0.8191,5,country-currency|landmark-country|park-country|product-company|synonym
solver,group_lasso,country-capital,1,0.96,0.7792,3,country-currency|park-country|product-company
